Case URL,Case Filing Year for Action,Status,Case Categories,Geographies,agriculture,construction,education,energy_supply,enviromental_management,extractive,finance_insurance,fishing,forestry,informal,manufacturing,media,public,trade,transportation_logistics,water_management,num_sectors
https://www.climatecasechart.com/document/a-request-for-an-advisory-opinion-from-the-inter-american-court-of-human-rights-concerning-the-interpretation-of-article-1-1-4-1-and-5-1-of-the-american-convention-on-human-rights_8b54,2016,Decided,Advisory Opinions,XAB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/a-sud-et-al-v-italy_004c,2021,Under Appeal,GHG emissions reduction and trading;Human Rights;Other;Suits against governments,ITA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
https://www.climatecasechart.com/document/ack-residents-against-turbines-v-u-s-bureau-of-ocean-energy-management_448e,2021,Notice of appeal filed by plaintiffs.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims;NEPA,USA;US-MA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
https://www.climatecasechart.com/document/ado-54-amazon-deforestation_bec3,2019,Decided,Protecting biodiversity and ecosystems;Suits against governments,BRA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/adpf-746-fires-in-the-pantanal-and-the-amazon-forest_5747,2020,Decided,Human Rights;Indigenous Groups;Right to a healthy environment;Suits against governments;Youth/Children,BRA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
https://www.climatecasechart.com/document/adpf-857-pantanal-wildfires_c3e6,2021,Decided,Protecting biodiversity and ecosystems;Suits against governments,BRA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3
https://www.climatecasechart.com/document/advocates-for-a-cleaner-tacoma-v-puget-sound-clean-air-agency_bbcc,2021,Petition for judicial review filed by Puyallup Tribe of Indians.,Environmentalist Lawsuits;State Impact Assessment Laws;State Law Claims,USA;US-WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/af-kiribati-teitiota-v-the-chief-executive-of-ministry-of-business-innovation-and-employment_78a8,2013,Decided,Suits against governments;Climate migration;Human Rights,NZL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/africa-climate-alliance-et-al-v-minister-of-mineral-resources-energy-et-al-cancelcoal-case_a360,2021,Decided,Environmental assessment and permitting;Suits against governments;Utilities,ZAF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
https://www.climatecasechart.com/document/aji-p-v-state-of-washington_2a62,2018,Dismissal affirmed.,Environmentalist Lawsuits;Public Trust Claims;State Law Claims,USA;US-WA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/alaska-community-action-on-toxics-v-council-on-environmental-quality_60a4,2020,Joint status report and unopposed motion to extend stay of case by 120 days filed.,Federal Statutory Claims;NEPA,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/alaska-industrial-development-export-authority-v-biden_7a05,2021,Plaintiff's motion to alter or amend and intervenor-plaintiff's motion for relief from final judgment denied.,Federal Statutory Claims;Other Statutes and Regulations,USA;US-AK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/alaska-v-ross_7853,2013,Certiorari denied.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims,USA;US-AK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/alaska-wilderness-league-v-jewell_a49a,2008,Opening brief submitted. ,Federal Statutory Claims;NEPA,USA;US-AK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/alatna-village-council-v-padgett_67b1,2020,Fourth status report filed by defendants.,Federal Statutory Claims;NEPA;Other Statutes and Regulations,USA;US-AK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/alberta-v-the-government-of-ontario_1470,2021,Pending,Environmental assessment and permitting;Suits against governments,CAN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/allco-renewable-energy-ltd-v-haaland-vineyard-wind_5627,2021,Notice of appeal filed by plaintiff.,Clean Water Act;Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims;NEPA;Other Statutes and Regulations,USA;US-MA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
https://www.climatecasechart.com/document/allhoff-cramer-v-volkswagen-ag_822d,2021,Decided,"Corporations;Suits against corporations, individuals;GHG emissions reduction",DEU,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
https://www.climatecasechart.com/document/alliance-for-water-efficiency-v-u-s-department-of-energy_13c4,2021,Motion to unconsolidate and transfer granted.,Federal Statutory Claims;Other Statutes and Regulations,USA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
https://www.climatecasechart.com/document/alliance-for-water-efficiency-v-u-s-department-of-energy_6843,2021,Motion for stay pending review filed.,Federal Statutory Claims;Other Statutes and Regulations,USA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
https://www.climatecasechart.com/document/alliance-for-water-efficiency-v-u-s-department-of-energy_834c,2021,Appeal voluntarily dismissed.,Federal Statutory Claims;Other Statutes and Regulations,USA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3
https://www.climatecasechart.com/document/american-petroleum-institute-v-u-s-department-of-the-interior_bf13,2021,Parties stipulated to the dismissal of the plaintiffs' first supplemental and amended complaint.,Federal Statutory Claims;NEPA;Other Statutes and Regulations,USA;US-LA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/amorema-e-amoretgrap-vs-sustainable-carbon-and-others-carbon-credits-and-extractive-reserves_cbad,2021,Pending,"Carbon credits;Corporations;Suits against corporations, individuals",BRA;BR-PA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/animal-legal-defense-fund-v-azar_ba1a,2020,Motions to dismiss denied.,Federal Statutory Claims;NEPA;Other Statutes and Regulations,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/animal-legal-defense-fund-v-foster-poultry-farms_5ab9,2020,Complaint filed.,Actions seeking adaptation measures;Adaptation;Other Types of State Law Cases;State Law Claims,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/anne-arundel-county-v-bp-p-l-c_33cf,2021,Letter order issued directing the Clerk to remand the case to the Circuit Court for Anne Arundel County.,Actions seeking money damages for losses;Adaptation;Common Law Claims,USA;US-MD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
https://www.climatecasechart.com/document/anne-arundel-county-v-bp-p-l-c_a9b7,2021,Motions to dismiss granted.,Actions seeking money damages for losses;Adaptation;Common Law Claims,USA;US-MD,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3
https://www.climatecasechart.com/document/anne-arundel-county-v-bp-p-l-c_fde5,2021,Remand orders affirmed.,Actions seeking money damages for losses;Adaptation;Common Law Claims,USA;US-MD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
https://www.climatecasechart.com/document/aqualliance-v-u-s-bureau-of-reclamation_0f46,2020,Complaint filed.,Federal Statutory Claims;NEPA;Public Trust Claims;State Impact Assessment Laws;State Law Claims,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/aqualliance-v-u-s-bureau-of-reclamation_74b0,2021,Motion for voluntary dismissal granted.,Actions seeking adaptation measures;Adaptation;Federal Statutory Claims;NEPA,USA;US-CA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
https://www.climatecasechart.com/document/aqualliance-v-u-s-bureau-of-reclamation_d262,2021,Notice of dismissal without prejudice filed.,Actions seeking adaptation measures;Adaptation;Federal Statutory Claims;NEPA,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/arayara-association-of-education-and-culture-and-others-v-funai-copelmi-mineracao-ltda-and-fepam-mina-guaiba-project-and-affected-indigenous-communities_be97,2019,Decided,"Corporations;Environmental assessment and permitting;Human Rights;Indigenous Groups;Suits against corporations, individuals;Suits against governments",BRA;BR-RS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/arayara-association-of-education-and-culture-vs-copelmi-mineracao-ltda-and-fepam-guaiba-mine-project-and-hydrological-risks_2287,2020,Decided,Environmental assessment and permitting;Natural resource extraction;Suits against governments,BRA;BR-RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/arizona-v-mayorkas_c918,2021,Stipulation of dismissal granted and claims dismissed with prejudice.,Federal Statutory Claims;NEPA,USA;US-AZ,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3
https://www.climatecasechart.com/document/armando-ferrao-carvalho-and-others-v-the-european-parliament-and-the-council_835a,2018,Decided,EU ETS;GHG emissions reduction and trading;Human Rights;Other;Suits against governments,XAB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/asociacion-civil-por-la-justicia-ambiental-v-province-of-entre-rios-et-al-delta-del-parana-case_c735,2020,Pending,GHG emissions reduction and trading;Human Rights;Other;Protecting biodiversity and ecosystems;Suits against governments,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/associacao-brasileira-dos-membros-do-ministerio-publico-de-meio-ambiente-vs-ministro-de-estado-do-meio-ambiente-adpf-814_fa7a,2020,Decided,GHG emissions reduction and trading;Other;Suits against governments,BRA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/associacao-sos-amazonia-and-other-vs-federal-union-and-others-br-364-road-environmental-licensing_b5c1,2021,Pending,Environmental assessment and permitting;Other projects;Suits against governments,BRA;BR-AC,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
https://www.climatecasechart.com/document/atrato-river-decision-t-622-16-of-november-10-2016_976c,2015,Decided,Human Rights;Right to a healthy environment;Suits against governments,COL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/backcountry-against-dumps-v-u-s-bureau-of-indian-affairs_7fb0,2020,Case closed and transferred to the Southern District of California.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims;NEPA,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/baihua-caiga-et-al-v-petrooriental-s-a_beae,2020,Decided,"Climate damage;Corporations;GHG emissions reduction;Suits against corporations, individuals",ECU,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/ballona-ecosystem-education-project-v-california-department-of-fish-wildlife_0e26,2021,Judgment rejecting plaintiff-appellant's arguments affirmed.,Adaptation;Reverse Impact Assessment;State Impact Assessment Laws;State Law Claims,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/bartoli-jorge-et-al-v-santa-fe-province_c6d0,2020,Decided,Protecting biodiversity and ecosystems;Suits against governments,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/belgische-federatie-der-brandstoffenhandelaars-vzw-and-others-and-lamine-v-flemish-government_8f1a,2021,Decided,Suits against governments,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/bentley-v-oatly-group-ab_eb28,2021,"Court issued order dismissing the complaint and stating that amended complaints and motions to be appointed lead plaintiff and lead counsel were due December 1, 2021.",Securities and Financial Regulation,USA;US-NY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
https://www.climatecasechart.com/document/bgh-edelstahl-siegen-gmbh-v-united-states_6928,2021,U.S. Department of Commerceâ€™s remand redetermination in the 2018 investigation of the countervailing duty order covering forged steel fluid end blocks from Germany sustained in part and remanded in part.,Trade Agreements,USA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3
https://www.climatecasechart.com/document/bushfire-survivors-for-climate-action-incorporated-v-environmental-protection-authority_35c5,2020,Decided,GHG emissions reduction and trading;Other;Suits against governments,AU-NSW;AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/california-natural-resources-agency-v-ross_6ec8,2020,Order issued setting forth interim operations plan.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims;NEPA,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/california-resources-production-corp-v-antioch-city-council_3d78,2021,Appellate court affirmed the judgment entered in favor of the City Council and denied the petition for writ of mandate.,Industry Lawsuits;State Law Claims,USA;US-CA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
https://www.climatecasechart.com/document/california-trucking-association-v-south-coast-air-quality-management-district_b2fc,2021,"Summary judgment granted to defendants with respect to the claims brought under the CAA, ADA, and FAAAA. ",Clean Air Act;Constitutional Claims;Federal Statutory Claims;Industry Lawsuits;Industry Lawsuits;Other Constitutional Claims;Other Regulation;State Law Claims,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/california-v-council-on-environmental-quality_9718,2020,Joint status report and unopposed motion to extend stay of case by 120 days filed.,Federal Statutory Claims;NEPA,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/california-v-epa_0c51,2021,Petitions for review denied.,Clean Air Act;Environmentalist Lawsuits;Federal Statutory Claims,USA;US-DC,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3
https://www.climatecasechart.com/document/california-v-federal-aviation-administration_13c4,2020,Petition for review filed.,Federal Statutory Claims;NEPA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/california-v-haaland_ef2f,2021,Proceedings stayed to allow rules rescinding the challenged rules to become effective.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims,USA;US-CA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/california-v-regan_82bf,2020,Motion filed by all petitioners for voluntary dismissal.,Clean Air Act;Environmentalist Lawsuits;Federal Statutory Claims,USA;US-DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/california-v-stout_38c9,2020,Motion for summary judgment filed by California.,Federal Statutory Claims;NEPA,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/california-v-u-s-department-of-energy_5cd7,2021,Status report filed by petitioners.,Federal Statutory Claims;Other Statutes and Regulations,USA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
https://www.climatecasechart.com/document/california-v-u-s-department-of-energy_7be8,2020,Respondents' motion to further stay appellate proceedings granted.,Federal Statutory Claims;Other Statutes and Regulations,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/california-v-wheeler_91b4,2020,Motion for voluntary remand granted.,Clean Water Act;Federal Statutory Claims,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/cemda-v-rise-of-legacy-transmission-rates_c2d5,2020,Decided,Suits against governments;Other;GHG emissions reduction and trading,MEX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-bernhardt_3be4,2020,Unopposed joint motion filed to approve stipulated settlement agreement and to dismiss case.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims;Other Statutes and Regulations,USA;US-AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-bernhardt_9572,2020,Notice of appeal filed by federal defendants.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims,USA;US-AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-bernhardt_f42f,2018,Defendants' motion for summary judgment granted.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims,USA;US-AK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-bureau-of-land-management_0745,2020,Amended complaint for declaratory and injunctive relief filed.,Federal Statutory Claims;NEPA;Other Statutes and Regulations,USA;US-AK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-california-geological-energy-management-division_7156,2021,CalGEM and industry group motions for judgment on the pleadings denied.,State Law Claims;State Impact Assessment Laws,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-federal-energy-regulatory-commission_dcfa,2020,Petition for review dismissed for lack of jurisdiction to the extent the issues raised in the petition were not exhausted and otherwise denied on the merits.,Federal Statutory Claims;NEPA;Other Statutes and Regulations,USA;US-DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-haaland_4994,2021,Stipulated settlement agreement filed.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims,USA;US-DC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-haaland_61b3,2021,Stipulated settlement agreement so-ordered.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims,USA;US-CA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-spellmon_cdab,2021,Case transferred to the federal district court for the District of Columbia.,Clean Water Act;Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims;NEPA,USA;US-MT,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
https://www.climatecasechart.com/document/center-for-biological-diversity-v-u-s-army-corps-of-engineers_1ac6,2020,Matter remanded without vacatur and action dismissed in light of the suspension of the permit and remand.,Clean Water Act;Federal Statutory Claims;NEPA;Other Statutes and Regulations,USA;US-DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-u-s-bureau-of-land-management_5655,2021,Summary judgment granted to plaintiffs on some claims and to defendants on others.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims;NEPA;Other Statutes and Regulations,USA;US-CA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-u-s-bureau-of-land-management_bce5,2020,Stipulated settlement agreement filed.,Federal Statutory Claims;NEPA,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-u-s-bureau-of-reclamation_dd1c,2020,Memorandum filed by federal defendants in response to plaintiffs' motion for summary judgment and in support of cross-motion for summary judgment.,Federal Statutory Claims;NEPA,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-u-s-fish-wildlife-service_6ab8,2021,Parties filed stipulated settlement agreement.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims,USA;US-DC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-u-s-fish-wildlife-service_83a6,2021,Biological opinion set aside and vacated and implementation of project enjoined.,Clean Water Act;Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims;NEPA,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-u-s-fish-wildlife-service_fade,2021,Summary judgment granted for defendants.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims,USA;US-DC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/center-for-biological-diversity-v-u-s-maritime-administration_5e14,2021,MARAD ordered to initiate consultation.,Endangered Species Act and Other Wildlife Protection Statutes;Federal Statutory Claims,USA;US-VA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
https://www.climatecasechart.com/document/center-for-community-action-environmental-justice-v-federal-aviation-administration_aa0b,2020,Petitions for rehearing en banc denied.,Federal Statutory Claims;NEPA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/center-for-food-and-adequate-living-rights-et-al-v-tanzania-and-uganda_3b67,2020,Pending,Environmental assessment and permitting;Natural resource extraction;Suits against governments,XAB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/central-delta-water-agency-v-california-department-of-water-resources_10b4,2020,Judgment denying relief under CEQA affirmed.,Adaptation;Challenges to adaptation measures;State Impact Assessment Laws;State Law Claims,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/challenging-criteria-and-technical-requirements-to-perform-fracking-in-colombia_bc47,2016,Decided,Environmental assessment and permitting;Human Rights;Natural resource extraction;Right to a healthy environment;Suits against governments,COL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/chesapeake-bay-foundation-inc-v-county-of-henrico_af84,2021,Case voluntarily dismissed with prejudice.,Actions seeking adaptation measures;Adaptation;Clean Water Act;Federal Statutory Claims,USA;US-VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/chiquita-canyon-llc-v-county-of-los-angeles_10ae,2020,"Writ for administrative mandated granted in part and denied in part, causes of action for declaratory relief denied, and remaining causes of action transferred for assignment.",Industry Lawsuits;State Law Claims,USA;US-CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.climatecasechart.com/document/citizens-committee-on-the-kobe-coal-fired-power-plant-v-kobe-steel-ltd-et-al_21ad,2018,Decided,"Corporations;Suits against corporations, individuals;GHG emissions reduction",JPN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://www.climatecasechart.com/document/city-county-of-honolulu-v-sunoco-lp_5f94,2020,Mandate issued.,Actions seeking money damages for losses;Adaptation;Common Law Claims,USA;US-HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
